ENSMUST00000234132.2	ENSMUSG00000117547.2
ENSMUST00000237036.2-I	ENSMUSG00000118358.2-I
ENSMUST00000115713.9-I	ENSMUSG00000060275.15-I
ENSMUST00000115713.9-I1	ENSMUSG00000060275.15-I
ENSMUST00000239409.2-I	ENSMUSG00000060275.15-I
ENSMUST00000239409.2-I1	ENSMUSG00000060275.15-I
ENSMUST00000115712.10-I	ENSMUSG00000060275.15-I
ENSMUST00000237681.2-I	ENSMUSG00000060275.15-I
ENSMUST00000225173.3-I	ENSMUSG00000060275.15-I
ENSMUST00000115705.2-I	ENSMUSG00000060275.15-I
ENSMUST00000115705.2-I1	ENSMUSG00000060275.15-I
ENSMUST00000025204.7-I	ENSMUSG00000024346.7-I
ENSMUST00000237792.2-I	ENSMUSG00000024346.7-I
ENSMUST00000237499.2-I	ENSMUSG00000024346.7-I
ENSMUST00000025363.7-I	ENSMUSG00000024486.7-I
ENSMUST00000025363.7-I1	ENSMUSG00000024486.7-I
ENSMUST00000025363.7-I2	ENSMUSG00000024486.7-I
ENSMUST00000237621.2-I	ENSMUSG00000024486.7-I
ENSMUST00000236520.2-I	ENSMUSG00000024486.7-I
ENSMUST00000173875.9-I	ENSMUSG00000006050.13-I
ENSMUST00000173875.9-I1	ENSMUSG00000006050.13-I
ENSMUST00000173482.8-I	ENSMUSG00000006050.13-I
ENSMUST00000173482.8-I1	ENSMUSG00000006050.13-I
ENSMUST00000236330.2-I	ENSMUSG00000006050.13-I
ENSMUST00000236330.2-I1	ENSMUSG00000006050.13-I
ENSMUST00000173202.3-I	ENSMUSG00000006050.13-I
ENSMUST00000173202.3-I1	ENSMUSG00000006050.13-I
ENSMUST00000006209.5-I	ENSMUSG00000006050.13-I
ENSMUST00000006209.5-I1	ENSMUSG00000006050.13-I
ENSMUST00000174125.2-I	ENSMUSG00000006050.13-I
ENSMUST00000001415.9-I	ENSMUSG00000117679.2-I
ENSMUST00000001415.9-I1	ENSMUSG00000117679.2-I
ENSMUST00000236001.2-I	ENSMUSG00000117679.2-I
ENSMUST00000236001.2-I1	ENSMUSG00000117679.2-I
ENSMUST00000236001.2-I2	ENSMUSG00000117679.2-I
ENSMUST00000235552.2-I	ENSMUSG00000117679.2-I
ENSMUST00000235552.2-I1	ENSMUSG00000117679.2-I
ENSMUST00000237073.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237073.2-I1	ENSMUSG00000117679.2-I
ENSMUST00000235798.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237795.2-I	ENSMUSG00000117679.2-I
ENSMUST00000238072.2-I	ENSMUSG00000117679.2-I
ENSMUST00000238112.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237965.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237679.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237972.2-I	ENSMUSG00000117679.2-I
ENSMUST00000237354.2-I	ENSMUSG00000117679.2-I
ENSMUST00000115682.2-I	ENSMUSG00000044719.6-I
ENSMUST00000115682.2-I1	ENSMUSG00000044719.6-I
ENSMUST00000061829.8-I	ENSMUSG00000051439.8-I
ENSMUST00000014438.5-I	ENSMUSG00000014294.5-I
ENSMUST00000155827.2-I	ENSMUSG00000044595.11-I
ENSMUST00000155827.2-I1	ENSMUSG00000044595.11-I
ENSMUST00000061522.8-I	ENSMUSG00000044595.11-I
ENSMUST00000061522.8-I1	ENSMUSG00000044595.11-I
ENSMUST00000124038.2-I	ENSMUSG00000044595.11-I
ENSMUST00000001416.8-I	ENSMUSG00000001380.8-I
ENSMUST00000001416.8-I1	ENSMUSG00000001380.8-I
ENSMUST00000235494.2-I	ENSMUSG00000001380.8-I
ENSMUST00000236395.2-I	ENSMUSG00000001380.8-I
ENSMUST00000235863.2-I	ENSMUSG00000001380.8-I
ENSMUST00000192178.2-I	ENSMUSG00000103384.2-I
ENSMUST00000097612.4-I	ENSMUSG00000073594.4-I
ENSMUST00000180516.3-I	ENSMUSG00000097430.3-I
ENSMUST00000181887.2-I	ENSMUSG00000097430.3-I
ENSMUST00000066272.6-I	ENSMUSG00000051316.9-I
ENSMUST00000194328.2-I	ENSMUSG00000103956.2-I
ENSMUST00000193815.2-I	ENSMUSG00000104512.2-I
ENSMUST00000180931.2-I	ENSMUSG00000097330.3-I
ENSMUST00000192501.2-I	ENSMUSG00000097330.3-I
ENSMUST00000180922.2-I	ENSMUSG00000097330.3-I
ENSMUST00000180922.2-I1	ENSMUSG00000097330.3-I
ENSMUST00000115634.8-I	ENSMUSG00000024456.17-I
ENSMUST00000115634.8-I1	ENSMUSG00000024456.17-I
ENSMUST00000115634.8-I2	ENSMUSG00000024456.17-I
ENSMUST00000115634.8-I3	ENSMUSG00000024456.17-I
ENSMUST00000025337.14-I	ENSMUSG00000024456.17-I
ENSMUST00000025337.14-I1	ENSMUSG00000024456.17-I
ENSMUST00000025337.14-I2	ENSMUSG00000024456.17-I
ENSMUST00000025337.14-I3	ENSMUSG00000024456.17-I
ENSMUST00000115631.8-I	ENSMUSG00000024456.17-I
ENSMUST00000115631.8-I1	ENSMUSG00000024456.17-I
ENSMUST00000115631.8-I2	ENSMUSG00000024456.17-I
ENSMUST00000115631.8-I3	ENSMUSG00000024456.17-I
ENSMUST00000115629.9-I	ENSMUSG00000024456.17-I
ENSMUST00000115629.9-I1	ENSMUSG00000024456.17-I
ENSMUST00000115629.9-I2	ENSMUSG00000024456.17-I
ENSMUST00000115629.9-I3	ENSMUSG00000024456.17-I
ENSMUST00000080033.7-I	ENSMUSG00000024456.17-I
ENSMUST00000080033.7-I1	ENSMUSG00000024456.17-I
ENSMUST00000080033.7-I2	ENSMUSG00000024456.17-I
ENSMUST00000080033.7-I3	ENSMUSG00000024456.17-I
ENSMUST00000127346.2-I	ENSMUSG00000024456.17-I
ENSMUST00000124822.2-I	ENSMUSG00000024456.17-I
ENSMUST00000129688.2-I	ENSMUSG00000024456.17-I
ENSMUST00000143660.8-I	ENSMUSG00000024454.17-I
ENSMUST00000143660.8-I1	ENSMUSG00000024454.17-I
ENSMUST00000143660.8-I2	ENSMUSG00000024454.17-I
ENSMUST00000144471.8-I	ENSMUSG00000024454.17-I
ENSMUST00000144471.8-I1	ENSMUSG00000024454.17-I
ENSMUST00000043498.9-I	ENSMUSG00000024454.17-I
ENSMUST00000153945.3-I	ENSMUSG00000024454.17-I
ENSMUST00000236756.2-I	ENSMUSG00000024454.17-I
ENSMUST00000236756.2-I1	ENSMUSG00000024454.17-I
ENSMUST00000235700.2-I	ENSMUSG00000024454.17-I
ENSMUST00000165643.2-I	ENSMUSG00000038524.14-I
ENSMUST00000043437.14-I	ENSMUSG00000038524.14-I
ENSMUST00000043437.14-I1	ENSMUSG00000038524.14-I
ENSMUST00000166727.2-I	ENSMUSG00000038524.14-I
ENSMUST00000166727.2-I1	ENSMUSG00000038524.14-I
ENSMUST00000166148.8-I	ENSMUSG00000038524.14-I
ENSMUST00000166973.2-I	ENSMUSG00000038524.14-I
ENSMUST00000168816.2-I	ENSMUSG00000038524.14-I
ENSMUST00000163131.8-I	ENSMUSG00000038524.14-I
ENSMUST00000168136.8-I	ENSMUSG00000038524.14-I
ENSMUST00000164222.2-I	ENSMUSG00000038524.14-I
ENSMUST00000171253.2-I	ENSMUSG00000038524.14-I
ENSMUST00000237272.2-I	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I2	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I3	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I4	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I5	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I6	ENSMUSG00000024451.10-I
ENSMUST00000237272.2-I7	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I1	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I2	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I3	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I4	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I5	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I6	ENSMUSG00000024451.10-I
ENSMUST00000042944.9-I7	ENSMUSG00000024451.10-I
ENSMUST00000236772.2-I	ENSMUSG00000024451.10-I
ENSMUST00000236772.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000236534.2-I	ENSMUSG00000024451.10-I
ENSMUST00000235391.2-I	ENSMUSG00000024451.10-I
ENSMUST00000235391.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I2	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I3	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I4	ENSMUSG00000024451.10-I
ENSMUST00000237188.2-I5	ENSMUSG00000024451.10-I
ENSMUST00000237677.2-I	ENSMUSG00000024451.10-I
ENSMUST00000237677.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000237677.2-I2	ENSMUSG00000024451.10-I
ENSMUST00000237677.2-I3	ENSMUSG00000024451.10-I
ENSMUST00000237677.2-I4	ENSMUSG00000024451.10-I
ENSMUST00000236588.2-I	ENSMUSG00000024451.10-I
ENSMUST00000236588.2-I1	ENSMUSG00000024451.10-I
ENSMUST00000236134.2-I	ENSMUSG00000024451.10-I
ENSMUST00000160721.8-I	ENSMUSG00000051375.16-I
ENSMUST00000160721.8-I1	ENSMUSG00000051375.16-I
ENSMUST00000160721.8-I2	ENSMUSG00000051375.16-I
ENSMUST00000161701.3-I	ENSMUSG00000051375.16-I
ENSMUST00000161701.3-I1	ENSMUSG00000051375.16-I
ENSMUST00000161701.3-I2	ENSMUSG00000051375.16-I
ENSMUST00000057185.13-I	ENSMUSG00000051375.16-I
ENSMUST00000057185.13-I1	ENSMUSG00000051375.16-I
ENSMUST00000159405.3-I	ENSMUSG00000051375.16-I
ENSMUST00000159405.3-I1	ENSMUSG00000051375.16-I
ENSMUST00000194312.2-I	ENSMUSG00000051375.16-I
ENSMUST00000193828.2-I	ENSMUSG00000051375.16-I
ENSMUST00000181757.8-I	ENSMUSG00000097080.9-I
ENSMUST00000181871.3-I	ENSMUSG00000097080.9-I
ENSMUST00000235608.2-I	ENSMUSG00000097080.9-I
ENSMUST00000235608.2-I1	ENSMUSG00000097080.9-I
ENSMUST00000235525.2-I	ENSMUSG00000097080.9-I
ENSMUST00000235525.2-I1	ENSMUSG00000097080.9-I
ENSMUST00000236219.2-I	ENSMUSG00000097080.9-I
ENSMUST00000236219.2-I1	ENSMUSG00000097080.9-I
ENSMUST00000236219.2-I2	ENSMUSG00000097080.9-I
ENSMUST00000235818.2-I	ENSMUSG00000097080.9-I
ENSMUST00000235818.2-I1	ENSMUSG00000097080.9-I
ENSMUST00000025311.8-I	ENSMUSG00000024440.14-I
ENSMUST00000195747.6-I	ENSMUSG00000024440.14-I
ENSMUST00000194012.2-I	ENSMUSG00000024440.14-I
ENSMUST00000237487.2-I	ENSMUSG00000052102.16-I
ENSMUST00000237487.2-I1	ENSMUSG00000052102.16-I
ENSMUST00000235590.2-I	ENSMUSG00000052102.16-I
ENSMUST00000235590.2-I1	ENSMUSG00000052102.16-I
ENSMUST00000235590.2-I2	ENSMUSG00000052102.16-I
ENSMUST00000063814.15-I	ENSMUSG00000052102.16-I
ENSMUST00000063814.15-I1	ENSMUSG00000052102.16-I
ENSMUST00000063814.15-I2	ENSMUSG00000052102.16-I
ENSMUST00000063814.15-I3	ENSMUSG00000052102.16-I
ENSMUST00000153291.2-I	ENSMUSG00000052102.16-I
ENSMUST00000129062.2-I	ENSMUSG00000052102.16-I
ENSMUST00000139885.2-I	ENSMUSG00000052102.16-I
ENSMUST00000025295.8-I	ENSMUSG00000024427.8-I
ENSMUST00000122442.2-I	ENSMUSG00000083766.2-I
ENSMUST00000040647.11-I	ENSMUSG00000036585.17-I
ENSMUST00000040647.11-I1	ENSMUSG00000036585.17-I
ENSMUST00000131348.8-I	ENSMUSG00000036585.17-I
ENSMUST00000131348.8-I1	ENSMUSG00000036585.17-I
ENSMUST00000115582.8-I	ENSMUSG00000036585.17-I
ENSMUST00000115582.8-I1	ENSMUSG00000036585.17-I
ENSMUST00000236630.2-I	ENSMUSG00000036585.17-I
ENSMUST00000236630.2-I1	ENSMUSG00000036585.17-I
ENSMUST00000117566.8-I	ENSMUSG00000036585.17-I
ENSMUST00000236060.2-I	ENSMUSG00000036585.17-I
ENSMUST00000236060.2-I1	ENSMUSG00000036585.17-I
ENSMUST00000237356.2-I	ENSMUSG00000036585.17-I
ENSMUST00000237356.2-I1	ENSMUSG00000036585.17-I
ENSMUST00000235922.2-I	ENSMUSG00000036585.17-I
ENSMUST00000235922.2-I1	ENSMUSG00000036585.17-I
ENSMUST00000139972.2-I	ENSMUSG00000036585.17-I
ENSMUST00000139972.2-I1	ENSMUSG00000036585.17-I
ENSMUST00000147607.2-I	ENSMUSG00000036585.17-I
ENSMUST00000134864.2-I	ENSMUSG00000036585.17-I
ENSMUST00000131421.2-I	ENSMUSG00000086991.2-I
ENSMUST00000128894.2-I	ENSMUSG00000086312.2-I
ENSMUST00000135378.2-I	ENSMUSG00000085289.2-I
ENSMUST00000135378.2-I1	ENSMUSG00000085289.2-I
ENSMUST00000135378.2-I2	ENSMUSG00000085289.2-I
ENSMUST00000115567.8-I	ENSMUSG00000024431.16-I
ENSMUST00000115567.8-I1	ENSMUSG00000024431.16-I
ENSMUST00000115567.8-I2	ENSMUSG00000024431.16-I
ENSMUST00000115571.8-I	ENSMUSG00000024431.16-I
ENSMUST00000115571.8-I1	ENSMUSG00000024431.16-I
ENSMUST00000025300.13-I	ENSMUSG00000024431.16-I
ENSMUST00000025300.13-I1	ENSMUSG00000024431.16-I
ENSMUST00000025300.13-I2	ENSMUSG00000024431.16-I
ENSMUST00000097592.9-I	ENSMUSG00000024431.16-I
ENSMUST00000097592.9-I1	ENSMUSG00000024431.16-I
ENSMUST00000152853.2-I	ENSMUSG00000024431.16-I
ENSMUST00000152853.2-I1	ENSMUSG00000024431.16-I
ENSMUST00000124115.2-I	ENSMUSG00000024431.16-I
ENSMUST00000131885.2-I	ENSMUSG00000024431.16-I
ENSMUST00000237944.2-I	ENSMUSG00000024431.16-I
ENSMUST00000150483.2-I	ENSMUSG00000024431.16-I
ENSMUST00000235128.2-I	ENSMUSG00000117922.2-I
ENSMUST00000235128.2-I1	ENSMUSG00000117922.2-I
ENSMUST00000237624.2-I	ENSMUSG00000118015.2-I
ENSMUST00000235427.2-I	ENSMUSG00000118042.2-I
ENSMUST00000025364.6-I	ENSMUSG00000024487.6-I
ENSMUST00000025364.6-I1	ENSMUSG00000024487.6-I
ENSMUST00000025364.6-I2	ENSMUSG00000024487.6-I
ENSMUST00000236741.2-I	ENSMUSG00000024487.6-I
ENSMUST00000237176.2-I	ENSMUSG00000024487.6-I
ENSMUST00000236700.2-I	ENSMUSG00000117674.2-I
ENSMUST00000237648.2-I	ENSMUSG00000118315.2-I
ENSMUST00000237648.2-I1	ENSMUSG00000118315.2-I
ENSMUST00000235955.2-I	ENSMUSG00000117677.2-I
ENSMUST00000235677.2-I	ENSMUSG00000117745.2-I
ENSMUST00000235677.2-I1	ENSMUSG00000117745.2-I
ENSMUST00000235606.2-I	ENSMUSG00000056671.8-I
ENSMUST00000070949.6-I	ENSMUSG00000056671.8-I
ENSMUST00000235276.2-I	ENSMUSG00000118266.2-I
ENSMUST00000235276.2-I1	ENSMUSG00000118266.2-I
ENSMUST00000236542.2-I	ENSMUSG00000056671.8-I
ENSMUST00000097591.5-I	ENSMUSG00000073574.5-I
ENSMUST00000097591.5-I1	ENSMUSG00000073574.5-I
ENSMUST00000081374.4-I	ENSMUSG00000059455.4-I
ENSMUST00000237209.2-I	ENSMUSG00000117660.2-I
ENSMUST00000236636.2-I	ENSMUSG00000059455.4-I
ENSMUST00000097590.5-I	ENSMUSG00000024493.10-I
ENSMUST00000097590.5-I1	ENSMUSG00000024493.10-I
ENSMUST00000097590.5-I2	ENSMUSG00000024493.10-I
ENSMUST00000097590.5-I3	ENSMUSG00000024493.10-I
ENSMUST00000237587.2-I	ENSMUSG00000024493.10-I
ENSMUST00000237587.2-I1	ENSMUSG00000024493.10-I
ENSMUST00000237587.2-I2	ENSMUSG00000024493.10-I
ENSMUST00000237882.2-I	ENSMUSG00000024493.10-I
ENSMUST00000235845.2-I	ENSMUSG00000024493.10-I
ENSMUST00000236226.2-I	ENSMUSG00000024493.10-I
ENSMUST00000236226.2-I1	ENSMUSG00000024493.10-I
ENSMUST00000235432.2-I	ENSMUSG00000024493.10-I
ENSMUST00000235432.2-I1	ENSMUSG00000024493.10-I
ENSMUST00000236826.2-I	ENSMUSG00000024493.10-I
ENSMUST00000236102.2-I	ENSMUSG00000024493.10-I
ENSMUST00000236304.2-I	ENSMUSG00000024493.10-I
ENSMUST00000237520.2-I	ENSMUSG00000024493.10-I
ENSMUST00000236263.2-I	ENSMUSG00000117662.2-I
ENSMUST00000237839.2-I	ENSMUSG00000117926.2-I
ENSMUST00000237839.2-I1	ENSMUSG00000117926.2-I
ENSMUST00000237839.2-I2	ENSMUSG00000117926.2-I
ENSMUST00000236808.2-I	ENSMUSG00000117926.2-I
ENSMUST00000136118.8-I	ENSMUSG00000024500.21-I
ENSMUST00000136118.8-I1	ENSMUSG00000024500.21-I
ENSMUST00000117687.8-I	ENSMUSG00000024500.21-I
ENSMUST00000117687.8-I1	ENSMUSG00000024500.21-I
ENSMUST00000025377.14-I	ENSMUSG00000024500.21-I
ENSMUST00000025377.14-I1	ENSMUSG00000024500.21-I
ENSMUST00000120632.2-I	ENSMUSG00000024500.21-I
ENSMUST00000120632.2-I1	ENSMUSG00000024500.21-I
ENSMUST00000120632.2-I2	ENSMUSG00000024500.21-I
ENSMUST00000239360.2-I	ENSMUSG00000024500.21-I
ENSMUST00000239360.2-I1	ENSMUSG00000024500.21-I
ENSMUST00000239360.2-I2	ENSMUSG00000024500.21-I
ENSMUST00000236238.2-I	ENSMUSG00000024500.21-I
ENSMUST00000236238.2-I1	ENSMUSG00000024500.21-I
ENSMUST00000153737.2-I	ENSMUSG00000024500.21-I
ENSMUST00000155262.2-I	ENSMUSG00000024500.21-I
ENSMUST00000236720.2-I	ENSMUSG00000117792.2-I
ENSMUST00000236277.2-I	ENSMUSG00000117792.2-I
ENSMUST00000236277.2-I1	ENSMUSG00000117792.2-I
ENSMUST00000236277.2-I2	ENSMUSG00000117792.2-I
ENSMUST00000235443.2-I	ENSMUSG00000117792.2-I
ENSMUST00000235443.2-I1	ENSMUSG00000117792.2-I
ENSMUST00000237395.2-I	ENSMUSG00000117792.2-I
ENSMUST00000237395.2-I1	ENSMUSG00000117792.2-I
ENSMUST00000237566.2-I	ENSMUSG00000117792.2-I
ENSMUST00000237566.2-I1	ENSMUSG00000117792.2-I
ENSMUST00000121805.9-I	ENSMUSG00000024501.21-I
ENSMUST00000121805.9-I1	ENSMUSG00000024501.21-I
ENSMUST00000121805.9-I2	ENSMUSG00000024501.21-I
ENSMUST00000237707.2-I	ENSMUSG00000024501.21-I
ENSMUST00000237707.2-I1	ENSMUSG00000024501.21-I
ENSMUST00000237707.2-I2	ENSMUSG00000024501.21-I
ENSMUST00000118043.8-I	ENSMUSG00000024501.21-I
ENSMUST00000118043.8-I1	ENSMUSG00000024501.21-I
ENSMUST00000118043.8-I2	ENSMUSG00000024501.21-I
ENSMUST00000025379.14-I	ENSMUSG00000024501.21-I
ENSMUST00000025379.14-I1	ENSMUSG00000024501.21-I
ENSMUST00000025379.14-I2	ENSMUSG00000024501.21-I
ENSMUST00000124207.8-I	ENSMUSG00000024501.21-I
ENSMUST00000118071.2-I	ENSMUSG00000024501.21-I
ENSMUST00000082254.8-I	ENSMUSG00000024502.11-I
ENSMUST00000082254.8-I1	ENSMUSG00000024502.11-I
ENSMUST00000082254.8-I2	ENSMUSG00000024502.11-I
ENSMUST00000082254.8-I3	ENSMUSG00000024502.11-I
ENSMUST00000082254.8-I4	ENSMUSG00000024502.11-I
ENSMUST00000237288.2-I	ENSMUSG00000024502.11-I
ENSMUST00000238185.2-I	ENSMUSG00000024502.11-I
ENSMUST00000235168.2-I	ENSMUSG00000024502.11-I
ENSMUST00000237069.2-I	ENSMUSG00000024502.11-I
ENSMUST00000025381.4-I	ENSMUSG00000024503.4-I
ENSMUST00000096570.4-I	ENSMUSG00000071858.5-I
ENSMUST00000237926.2-I	ENSMUSG00000071858.5-I
ENSMUST00000181652.9-I	ENSMUSG00000069385.11-I
ENSMUST00000091916.3-I	ENSMUSG00000069385.11-I
ENSMUST00000066328.5-I	ENSMUSG00000053729.5-I
ENSMUST00000237958.2-I	ENSMUSG00000053729.5-I
ENSMUST00000097587.5-I	ENSMUSG00000073573.7-I
ENSMUST00000239421.2-I	ENSMUSG00000073573.7-I
ENSMUST00000089874.9-I	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I1	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I2	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I3	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I4	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I5	ENSMUSG00000071856.11-I
ENSMUST00000089874.9-I6	ENSMUSG00000071856.11-I
ENSMUST00000164666.6-I	ENSMUSG00000071856.11-I
ENSMUST00000164666.6-I1	ENSMUSG00000071856.11-I
ENSMUST00000164666.6-I2	ENSMUSG00000071856.11-I
ENSMUST00000164666.6-I3	ENSMUSG00000071856.11-I
ENSMUST00000164666.6-I4	ENSMUSG00000071856.11-I
ENSMUST00000201270.2-I	ENSMUSG00000071856.11-I
ENSMUST00000182674.2-I	ENSMUSG00000098244.2-I
ENSMUST00000236115.2-I	ENSMUSG00000118074.2-I
ENSMUST00000236115.2-I1	ENSMUSG00000118074.2-I
ENSMUST00000184994.8-I	ENSMUSG00000098284.9-I
ENSMUST00000184346.3-I	ENSMUSG00000098284.9-I
ENSMUST00000237850.2-I	ENSMUSG00000098284.9-I
ENSMUST00000236654.2-I	ENSMUSG00000098284.9-I
ENSMUST00000238177.2-I	ENSMUSG00000098284.9-I
ENSMUST00000037011.6-I	ENSMUSG00000033949.13-I
ENSMUST00000037011.6-I1	ENSMUSG00000033949.13-I
ENSMUST00000037011.6-I2	ENSMUSG00000033949.13-I
ENSMUST00000037011.6-I3	ENSMUSG00000033949.13-I
ENSMUST00000037011.6-I4	ENSMUSG00000033949.13-I
ENSMUST00000037011.6-I5	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I1	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I2	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I3	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I4	ENSMUSG00000033949.13-I
ENSMUST00000167364.9-I5	ENSMUSG00000033949.13-I
ENSMUST00000237526.2-I	ENSMUSG00000033949.13-I
ENSMUST00000237526.2-I1	ENSMUSG00000033949.13-I
ENSMUST00000237526.2-I2	ENSMUSG00000033949.13-I
ENSMUST00000236216.2-I	ENSMUSG00000024477.5-I
ENSMUST00000236216.2-I1	ENSMUSG00000024477.5-I
ENSMUST00000025354.5-I	ENSMUSG00000024477.5-I
ENSMUST00000025354.5-I1	ENSMUSG00000024477.5-I
ENSMUST00000236368.2-I	ENSMUSG00000024477.5-I
ENSMUST00000235465.2-I	ENSMUSG00000024477.5-I
ENSMUST00000235465.2-I1	ENSMUSG00000024477.5-I
ENSMUST00000236999.2-I	ENSMUSG00000024477.5-I
ENSMUST00000236527.2-I	ENSMUSG00000024477.5-I
ENSMUST00000237757.2-I	ENSMUSG00000024477.5-I
ENSMUST00000236205.2-I	ENSMUSG00000024477.5-I
ENSMUST00000072835.7-I	ENSMUSG00000071855.6-I
ENSMUST00000072835.7-I1	ENSMUSG00000071855.6-I
ENSMUST00000072835.7-I2	ENSMUSG00000071855.6-I
ENSMUST00000238189.2-I	ENSMUSG00000071855.6-I
ENSMUST00000238189.2-I1	ENSMUSG00000071855.6-I
ENSMUST00000236934.2-I	ENSMUSG00000071855.6-I
ENSMUST00000237152.2-I	ENSMUSG00000071855.6-I
ENSMUST00000237993.2-I	ENSMUSG00000118002.2-I
ENSMUST00000237447.2-I	ENSMUSG00000118002.2-I
ENSMUST00000036226.6-I	ENSMUSG00000033319.6-I
ENSMUST00000036226.6-I1	ENSMUSG00000033319.6-I
ENSMUST00000070084.11-I	ENSMUSG00000056130.11-I
ENSMUST00000036030.14-I	ENSMUSG00000033184.15-I
ENSMUST00000036030.14-I1	ENSMUSG00000033184.15-I
ENSMUST00000149929.2-I	ENSMUSG00000056130.11-I
ENSMUST00000143178.2-I	ENSMUSG00000033184.15-I
ENSMUST00000151189.2-I	ENSMUSG00000033184.15-I
ENSMUST00000151189.2-I1	ENSMUSG00000033184.15-I
ENSMUST00000035804.9-I	ENSMUSG00000033022.9-I
ENSMUST00000234819.2-I	ENSMUSG00000033022.9-I
ENSMUST00000234064.2-I	ENSMUSG00000033022.9-I
ENSMUST00000234064.2-I1	ENSMUSG00000033022.9-I
ENSMUST00000234179.2-I	ENSMUSG00000033022.9-I
ENSMUST00000234222.2-I	ENSMUSG00000033022.9-I
ENSMUST00000035648.6-I	ENSMUSG00000032905.6-I
ENSMUST00000234430.2-I	ENSMUSG00000032905.6-I
ENSMUST00000234013.2-I	ENSMUSG00000117588.2-I
ENSMUST00000123228.8-I	ENSMUSG00000019647.17-I
ENSMUST00000019791.14-I	ENSMUSG00000019647.17-I
ENSMUST00000019791.14-I1	ENSMUSG00000019647.17-I
ENSMUST00000019791.14-I2	ENSMUSG00000019647.17-I
ENSMUST00000115449.9-I	ENSMUSG00000019647.17-I
ENSMUST00000115449.9-I1	ENSMUSG00000019647.17-I
ENSMUST00000115449.9-I2	ENSMUSG00000019647.17-I
ENSMUST00000076043.13-I	ENSMUSG00000019647.17-I
ENSMUST00000076043.13-I1	ENSMUSG00000019647.17-I
ENSMUST00000076043.13-I2	ENSMUSG00000019647.17-I
ENSMUST00000135790.8-I	ENSMUSG00000019647.17-I
ENSMUST00000135790.8-I1	ENSMUSG00000019647.17-I
ENSMUST00000135790.8-I2	ENSMUSG00000019647.17-I
ENSMUST00000156422.8-I	ENSMUSG00000019647.17-I
ENSMUST00000156422.8-I1	ENSMUSG00000019647.17-I
ENSMUST00000156422.8-I2	ENSMUSG00000019647.17-I
ENSMUST00000141224.8-I	ENSMUSG00000019647.17-I
ENSMUST00000141224.8-I1	ENSMUSG00000019647.17-I
ENSMUST00000141224.8-I2	ENSMUSG00000019647.17-I
ENSMUST00000151382.8-I	ENSMUSG00000019647.17-I
ENSMUST00000151382.8-I1	ENSMUSG00000019647.17-I
ENSMUST00000151382.8-I2	ENSMUSG00000019647.17-I
ENSMUST00000126684.2-I	ENSMUSG00000019647.17-I
ENSMUST00000144223.2-I	ENSMUSG00000019647.17-I
ENSMUST00000234542.2-I	ENSMUSG00000117474.2-I
ENSMUST00000236862.2-I	ENSMUSG00000118113.2-I
ENSMUST00000236601.2-I	ENSMUSG00000118097.2-I
ENSMUST00000163590.9-I	ENSMUSG00000024505.17-I
ENSMUST00000163590.9-I1	ENSMUSG00000024505.17-I
ENSMUST00000139852.2-I	ENSMUSG00000024505.17-I
ENSMUST00000139852.2-I1	ENSMUSG00000024505.17-I
ENSMUST00000025383.10-I	ENSMUSG00000024505.17-I
ENSMUST00000237137.2-I	ENSMUSG00000024505.17-I
ENSMUST00000186872.2-I	ENSMUSG00000100134.2-I
